,NCT#,phase,condition,sponsor,start_date,mesh_list,criterion,Ground_Truth
174,NCT00549744,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,The subject has been treated for or diagnosed with depression within six months of screening or has a history of significant psychiatric illness,5.0
175,NCT02293499,Phase 2,Asthma,University of Rochester,10-Feb-15,Asthma,"Those who have serious health (other than asthma) and emotional preconditions (e.g., severe depression, anxiety disorders, schizophrenia). ",5.0
176,NCT00812929,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Treated for or diagnosed with clinical depression within six months of screening or has a history of significant psychiatric illness.,5.0
177,NCT03532490,Phase 2,Asthma;Obesity,Johns Hopkins University,10-Feb-15,Asthma,Uncontrolled depression as defined by a score of 15 or greater on the depression questions of the PHQ-9,5.0
178,NCT00554970,Phase 2,Asthma,Allergan,10-Feb-15,Asthma,A history of acute or severe asthma attack requiring ICU admission or ventilatory support. ,6.0
179,NCT02497222,Phase 2,Asthma,Revalesio Corporation,10-Feb-15,,A history of asthma-related respiratory failure requiring intubation.,6.0
180,NCT01808339,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"A history of life-threatening asthma, defined as an asthma episode that required intubation and/or was associated with hypercapnia, respiratory arrest or hypoxic seizures within the last 5 years.",6.0
181,NCT02712047,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"A history of life-threatening asthma, which is defined as an asthma episode that required intubation and/or was associated with hypercapnia, respiratory arrest or hypoxic seizures within the last 5 years",6.0
182,NCT03643874,Phase 2,Asthma,"Concentrx Pharmaceuticals, Inc.",10-Feb-15,Asthma,"A history of life-threatening asthma defined as any history of significant asthma episodes(s) requiring intubation associated with hypercapnia, respiratory arrest, hypoxic seizures, or asthma-related syncopal episode(s)",6.0
183,NCT01287065,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Respiratory Aspiration,A history of life-threatening asthma within the last 5 years.,6.0
184,NCT01252758,Phase 2,Asthma,Acerus Pharmaceuticals Corporation,10-Feb-15,Asthma,"A life-threatening asthma episode within the last six months or > 2 within the past year. A life-threatening asthma episode is defined as an asthma exacerbation which required hospitalization and/or was associated with hypercapnia, respiratory arrest, or hypoxic seizures",6.0
185,NCT00697801,Phase 2,Asthma,Allergan,10-Feb-15,Asthma,Any history of acute or severe asthma attack requiring ICU admission or ventilatory support.,6.0
186,NCT02427165,Phase 2,Asthma,Verona Pharma plc,10-Feb-15,Asthma,Any prior life threatening episode of asthma (intensive care admission),6.0
187,NCT00443482,Phase 2,Asthma,Novartis,10-Feb-15,Asthma,Asthma is not stable: patients were admitted to hospital or received emergency room treatment,6.0
188,NCT01615874,Phase 2,Asthma,Merck Sharp & Dohme Corp.,10-Feb-15,Asthma,ever required ventilator support for respiratory failure secondary to asthma,6.0
189,NCT01823016,Phase 2,Asthma,"Janssen Research & Development, LLC",10-Feb-15,Asthma,"Has ever had a life-threatening asthma attack including respiratory arrest, intubation, or intensive care unit (ICU) admission due to asthma",6.0
190,NCT03292588,Phase 2,Asthma,National Institute of Allergy and Infectious Diseases (NIAID),10-Feb-15,Asthma,"Has had a life threatening asthma exacerbation in the last 2 years requiring intubation, mechanical ventilation or resulting in a hypoxic seizure. ",6.0
191,NCT01258803,Phase 2,Asthma,Merck Sharp & Dohme Corp.,10-Feb-15,Asthma,Has required ventilator support for respiratory failure secondary to asthma,6.0
192,NCT00400855,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"Have a history of life-threatening asthma, defined as an asthma episode, which required intubation and/or was associated with either hypercapnea, respiratory arrest or hypoxia seizures.",6.0
193,NCT02570984,Phase 2,Asthma,Boston Children's Hospital,10-Feb-15,Asthma,History of hypoxic seizures during a wheezing episode,6.0
194,NCT03885245,Phase 2,Asthma;Obesity,"University of Colorado, Denver",10-Feb-15,Asthma;Overweight,History of ICU admission/intubation due to asthma in the past 1 year,6.0
195,NCT02433977,Phase 2,Asthma,"Gladwin, Mark, MD",10-Feb-15,Asthma,History of ICU admission/intubation due to asthma in the past year;,6.0
196,NCT03680976,Phase 2,Asthma,Sally E. Wenzel MD,10-Feb-15,Asthma,History of ICU admission/intubation due to asthma in the past year,6.0
197,NCT03444298,Phase 2,Airway Inflammation;Asthma,"University of North Carolina, Chapel Hill",10-Feb-15,Inflammation,History of intubation for asthma,6.0
198,NCT02570984,Phase 2,Asthma,Boston Children's Hospital,10-Feb-15,Asthma,History of intubation or mechanical ventilation for respiratory illness,6.0
199,NCT00980200,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,History of Life-Threatening Asthma,6.0
200,NCT01128569,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,History of life-threatening asthma,6.0
201,NCT01128595,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,History of life-threatening asthma,6.0
202,NCT01225315,Phase 2,Asthma,Idorsia Pharmaceuticals Ltd.,10-Feb-15,Asthma,History of life-threatening asthma,6.0
203,NCT01400906,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,history of life-threatening asthma,6.0
204,NCT01563029,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,history of life-threatening asthma,6.0
205,NCT01573624,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,History of Life threatening asthma,6.0
206,NCT01573767,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,history of life-threatening asthma,6.0
207,NCT01641692,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,History of life threatening asthma,6.0
208,NCT04150341,Phase 2,Asthma,Theravance Biopharma,10-Feb-15,Asthma,History of life-threatening asthma,6.0
209,NCT03084718,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,Asthma,"History of life-threatening asthma, clinically significant uncontrolled disease or respiratory infection.",6.0
210,NCT03086460,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,Asthma,"History of life-threatening asthma, clinically significant uncontrolled disease or respiratory infection.",6.0
211,NCT02833974,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"History of life-threatening asthma, defined as an asthma episode that required intubation and/or was associated with hypercapnea, respiratory arrest or hypoxic seizures within the last 10 years",6.0
212,NCT00748306,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"History of life-threatening asthma, defined as an asthma episode that required intubation and/or was associated with hypercapnia, respiratory arrest and/or hypoxic seizures",6.0
213,NCT03707678,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"History of life-threatening asthma, defined as an asthma episode that required intubation and/or was associated with hypercapnia, respiratory arrest or hypoxic seizures within the last 10 years.",6.0
214,NCT00812773,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"History of life-threatening asthma, defined as an asthma episode that required intubation and/or was associated with hypercapnoea, respiratory arrest and/or hypoxic seizures",6.0
215,NCT00812929,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"History of life-threatening asthma, defined as an asthma episode that required intubation and/or was associated with hypercapnoea, respiratory arrest and/or hypoxic seizures.",6.0
216,NCT00857857,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"History of life-threatening asthma, defined as an asthma episode that required intubation and/or was associated with hypercapnoea, respiratory arrest and/or hypoxic seizures.",6.0
217,NCT00945932,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"History of life-threatening asthma, defined as an asthma episode that required intubation and/or was associated with hypercapnoea, respiratory arrest and/or hypoxic seizures.",6.0
218,NCT01245426,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"History of life-threatening asthma, defined as an asthma episode that required intubation and/or was associated with hypercapnoea, respiratory arrest and/or hypoxic seizures.",6.0
219,NCT01499446,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"History of life-threatening asthma, defined as an asthma episode that required intubation and/or was associated with hypercapnoea, respiratory arrest or hypoxia seizures.",6.0
220,NCT02422121,Phase 2,Asthma,Revalesio Corporation,10-Feb-15,Asthma,"History of life-threatening asthma, defined as an asthma episode that required intubation or was associated with hypercapnoea, respiratory arrest or hypoxic seizures.",6.0
221,NCT01471665,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"History of life-threatening asthma, defined as an asthma episode that required intubations and/or was associated with hypercapnia, respiratory arrest and/or hypoxic seizures.",6.0
222,NCT00850642,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"History of life-threatening asthma, defined as an asthma episode that required intubations and/or was associated with hypercapnoea, respiratory arrest and/or hypoxic seizures.",6.0
223,NCT03774290,Phase 2,Asthma,Palobiofarma SL,10-Feb-15,Asthma,"History of life-threatening asthma, deﬁned as an asthma episode that required intubation and/or was associated with hypercapnia, respiratory arrest and/or hypoxic seizures. History of asthma exacerbations that required ward hospitalization or an emergency room stay greater than 48 hours within 5 years prior to Visit",6.0
224,NCT01437735,Phase 2,Asthma,Novartis Pharmaceuticals,10-Feb-15,Asthma,"History of life-threatening asthma, including a history of significant hypercarbia (pCO2>45mmHg), prior intubation, respiratory arrest, or seizures as a result of asthma.",6.0
225,NCT00818454,Phase 2,Asthma,Boehringer Ingelheim,10-Feb-15,Asthma,History of life-threatening asthma attack,6.0
226,NCT04643158,Phase 2,Asthma,AstraZeneca,10-Feb-15,Asthma;Respiratory Aspiration,History of life-threatening asthma attack or asthma attack requiring ventilation.,6.0
227,NCT00530166,Phase 2,Asthma,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",10-Feb-15,Asthma,History of life-threatening asthma attack within 3 months,6.0
228,NCT03944707,Phase 2,Asthma,Novartis Pharmaceuticals,10-Feb-15,Asthma,"History of life-threatening asthma event such as significant hypercarbia (pCO2 > 45 mmHg), endotracheal intubation, non-invasive positive pressure ventilation (NIPPV), respiratory arrest, or seizure as a result of asthma.",6.0
229,NCT02382510,Phase 2,Asthma,"Theron Pharmaceuticals, Inc.",10-Feb-15,Asthma,"History of life-threatening asthma exacerbation requiring ICU admission, mechanical ventilation, or tracheostomy ",6.0
230,NCT01256086,Phase 2,Asthma,MEDA Pharma GmbH & Co. KG,10-Feb-15,Asthma,History of life-threatening asthma in the last three years,6.0
231,NCT00174746,Phase 2,Asthma,Sanofi,10-Feb-15,Asthma,"History of life-threatening asthma; other pulmonary diseases; URI within 4 weeks before screening; Use of systemic steroids within 1 month before screening or more than 3 times in previous 6 months; beta-adrenergic blocking agent use; More than 2 in-patient hospitalizations or ER visits due to asthma exacerbations in the prior year before screening; Pregnant or breast-feeding females; Females of child-bearing potential not using adequate means of birth control; Clinically relevant cardiovascular, hepatic, neurologic, endocrine, or other major systemic disease; Abnormal clinical laboratory parameters that would limit participation in the study or interfere with interpretation of study results; History of drug or alcohol abuse; Treatment with any investigational product within 30 days prior to study entry ",6.0
232,NCT01899144,Phase 2,Asthma,"Teva Branded Pharmaceutical Products R&D, Inc.",10-Feb-15,Asthma,"History of life-threatening asthma that is defined for this protocol as an asthma episode that required intubation and/or was associated with hypercapnea, respiratory arrest, or hypoxic seizures",6.0
233,NCT01479621,Phase 2,Asthma,"Teva Branded Pharmaceutical Products R&D, Inc.",10-Feb-15,Asthma,"History of life-threatening asthma that is defined for this protocol as an asthma episode that required intubation and/or was associated with hypercapnea, respiratory arrest or hypoxic seizures",6.0
234,NCT01576718,Phase 2,Asthma,"Teva Branded Pharmaceutical Products R&D, Inc.",10-Feb-15,Asthma,"History of life-threatening asthma that is defined for this protocol as an asthma episode that required intubation and/or was associated with hypercapnea, respiratory arrest or hypoxic seizures",6.0
235,NCT01772368,Phase 2,Asthma,"Teva Branded Pharmaceutical Products R&D, Inc.",10-Feb-15,Asthma,History of life-threatening asthma that is defined for this protocol as an asthma episode that required intubation.,6.0
236,NCT02061670,Phase 2,Seasonal Allergic Rhinitis;Asthma,Circassia Limited,10-Feb-15,"Rhinitis;Asthma;Rhinitis, Allergic;Rhinitis, Allergic, Seasonal",History of life-threatening asthma.,6.0
237,NCT02161107,Phase 2,Seasonal Allergic Rhinitis;Asthma,Circassia Limited,10-Feb-15,"Rhinitis;Asthma;Rhinitis, Allergic;Rhinitis, Allergic, Seasonal",History of life-threatening asthma.,6.0
238,NCT00603382,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"History of Life-threatening asthma: Defined for this protocol as an asthma episode that required intubation and/or was associated with hypercapnia, respiratory arrest or hypoxic seizures.",6.0
239,NCT01147744,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,History of Life-threatening asthma: Within previous 5 years,6.0
240,NCT01650441,Phase 2,Asthma,"University Hospital, Antwerp",10-Feb-15,Asthma,History of near fatal asthma,6.0
241,NCT02148120,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,,"History of near fatal asthma, brittle asthma, accident and Emergency treatment or hospitalisation for asthma exacerbation in Intensive Care Unit within 1 year before screening;",6.0
242,NCT01651650,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,Asthma,"History of near fatal asthma (e.g. brittle asthma, hospitalisation for asthma exacerbation in Intensive Care Unit)",6.0
243,NCT01584492,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,Asthma,"History of near fatal asthma (e.g. brittle asthma, hospitalisation for asthma exacerbation in Intensive Care Unit).",6.0
244,NCT01349257,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,,"History of near fatal asthma (e.g. brittle asthma, hospitalization for asthma exacerbation in Intensive Care Unit)",6.0
245,NCT02162784,Phase 2,Asthma,Intech Biopharm Ltd.,10-Feb-15,Asthma,History of near-fatal asthma and/or admission intensive care unit because of asthma;,6.0
246,NCT01502371,Phase 2,Asthma,Merck Sharp & Dohme Corp.,10-Feb-15,Asthma,History of ventilator support for respiratory failure secondary to asthma.,6.0
247,NCT02910401,Phase 2,Asthma;Allergic Rhinitis,University of Virginia,10-Feb-15,"Rhinitis;Rhinitis, Allergic",Intubation or management in the intensive care unit (ICU) for an asthma exacerbation ever,6.0
248,NCT02388997,Phase 2,Asthma,University of Virginia,10-Feb-15,Infections;Asthma,Intubation or management in the intensive care unit for an asthma exacerbation,6.0
249,NCT04847674,Phase 2,Asthma,"Teva Branded Pharmaceutical Products R&D, Inc.",10-Feb-15,Asthma,"Life threatening asthma, defined as a history of asthma episode(s) requiring intubation and/or associated hypercapnea, respiratory arrest, hypoxic seizures, or asthma-related syncopal episode(s).",6.0
250,NCT03364608,Phase 2,Asthma,AstraZeneca,10-Feb-15,Asthma,"Life-threatening asthma as defined as any history of significant asthma episode(s) requiring intubation associated with hypercapnia, respiratory arrest, hypoxic seizures, or asthma-related syncopal episode(s)",6.0
251,NCT03371459,Phase 2,Asthma,AstraZeneca,10-Feb-15,Asthma,"Life-threatening asthma as defined as any history of significant asthma episode(s) requiring intubation associated with hypercapnia, respiratory arrest, hypoxic seizures, or asthma-related syncopal episode(s)",6.0
252,NCT00207740,Phase 2,Asthma,"Centocor, Inc.",10-Feb-15,Asthma,"Life-threatening asthma attack requiring cardiopulmonary support (eg, intubation) in the 6-month period prior to screening",6.0
253,NCT00675649,Phase 2,Asthma,"Centocor, Inc.",10-Feb-15,Asthma,Life-threatening asthma attack requiring intubation in the 6-month period prior to screening,6.0
254,NCT02105012,Phase 2,Asthma,"Pearl Therapeutics, Inc.",10-Feb-15,Asthma,"Life-Threatening Asthma: A subject must not have life-threatening asthma defined as a history of significant asthma episode(s) requiring intubation associated with hypercapnia, respiratory arrest, hypoxic seizures, or asthma-related syncopal episode(s) within the 12 months prior to screening",6.0
255,NCT02433834,Phase 2,Asthma,"Pearl Therapeutics, Inc.",10-Feb-15,Asthma,"Life-Threatening Asthma: A subject must not have life-threatening asthma. Lifethreatening asthma is defined as a history of significant asthma episode(s) requiring intubation associated with hypercapnia, respiratory arrest, hypoxic seizures, or asthma related syncopal episode(s) within the 12 months prior to Visit 1a (Screening)",6.0
256,NCT00995800,Phase 2,Asthma,Mundipharma Research Limited,10-Feb-15,Asthma;Inflammation,Near fatal or life-threatening (including intubation) asthma within the past year,6.0
